Spain, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1982    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1983    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1983    13     0   10000   0.00004   0.00004      0     0      0   0.06539   0.39232      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1983    14     3   10000   0.00030   0.00030      0     0      0   0.03053   0.13116      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1983    15    15    9997   0.00148   0.00148      3     1      3   0.04786   0.14814      0      0      0   0.11025   0.45678      0      0      0         .         .      0      0      0         .         .       0        .
1983    16    39    9982   0.00388   0.00387     18     2     18   0.05348   0.10888      1      0      1   0.03724   0.10110      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1983    17    76    9943   0.00768   0.00766     57     5     54   0.05814   0.09602      3      0      2   0.04143   0.08441      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1983    18   121    9867   0.01230   0.01223    133    13    125   0.07231   0.10339      8      1      7   0.07974   0.14344      0      0      0   0.01225   0.03429      0      0      0         .         .       0        .
1983    19   161    9746   0.01667   0.01653    254    25    233   0.08170   0.10564     21      3     19   0.09199   0.14394      1      0      1   0.03167   0.06329      0      0      0   0.00000   0.00000       0     4.00
1983    20   189    9585   0.01988   0.01969    415    40    369   0.08918   0.10717     45      5     41   0.07837   0.11170      4      0      4   0.06447   0.09793      0      0      0   0.11417   0.35095       0     4.00
1983    21   206    9396   0.02215   0.02190    604    55    519   0.09189   0.10529     85      8     76   0.07748   0.10133      9      1      8   0.07335   0.10386      0      0      0   0.24205   0.45281       0     4.07
1983    22   221    9191   0.02434   0.02405    809    71    670   0.09491   0.10556    140     11    123   0.07506   0.09314     16      2     15   0.08682   0.11477      1      0      1   0.16215   0.26640       0     4.19
1983    23   246    8970   0.02782   0.02744   1030    90    820   0.09991   0.10944    210     17    182   0.07555   0.09072     28      3     25   0.09282   0.11823      3      1      3   0.16005   0.23627       1     4.20
1983    24   284    8724   0.03307   0.03254   1276   116    976   0.10952   0.11892    300     23    256   0.07568   0.08949     44      4     38   0.08950   0.11115      6      1      6   0.12850   0.17411       1     4.22
1983    25   311    8440   0.03760   0.03691   1560   134   1144   0.10882   0.11726    416     30    349   0.07504   0.08624     67      6     57   0.08255   0.10018     10      1     10   0.10801   0.13800       2     4.23
