Spain, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1963    33   263    2398   0.11599   0.10963   7602   393   3553   0.11258   0.11052   4049     90   3349   0.02563   0.02679    700     16    568   0.02701   0.02876    132      8    132   0.05623   0.05972      51     4.39
1963    34   223    2135   0.11037   0.10460   7865   356   3423   0.10590   0.10386   4442     88   3652   0.02325   0.02410    789     17    641   0.02521   0.02660    148      9    148   0.05630   0.05954      59     4.40
1963    35   185    1912   0.10153   0.09662   8088   300   3291   0.09278   0.09115   4797     86   3920   0.02124   0.02182    877     17    712   0.02247   0.02355    165      8    165   0.04799   0.05042      68     4.41
1963    36   152    1727   0.09211   0.08805   8273   254   3176   0.08130   0.08000   5097     80   4134   0.01905   0.01945    963     15    781   0.01903   0.01982    182      8    182   0.04386   0.04573      76     4.42
1963    37   120    1575   0.07896   0.07596   8425   196   3074   0.06456   0.06375   5351     72   4308   0.01649   0.01672   1043     15    846   0.01745   0.01804    197      9    197   0.04244   0.04408      84     4.43
1963    38    93    1455   0.06631   0.06418   8545   148   2998   0.04987   0.04941   5547     59   4432   0.01314   0.01327   1115     14    903   0.01495   0.01532    213      9    213   0.04017   0.04148      93     4.44
1963    39    73    1362   0.05482   0.05336   8638   107   2943   0.03664   0.03643   5695     46   4521   0.01017   0.01024   1174     12    948   0.01285   0.01308    227      8    227   0.03319   0.03409     102     4.45
1963    40    54    1289   0.04310   0.04219   8711    73   2908   0.02517   0.02509   5803     34   4582   0.00741   0.00744   1221     10    982   0.01008   0.01021    239      6    239   0.02645   0.02701     110     4.46
1963    41    36    1235   0.02977   0.02934   8765    46   2890   0.01600   0.01597   5876     24   4621   0.00518   0.00520   1255      7   1006   0.00726   0.00732    249      6    249   0.02226   0.02258     116     4.47
1963    42    25    1199   0.02088   0.02066   8801    29   2880   0.01018   0.01017   5922     15   4643   0.00324   0.00324   1279      5   1022   0.00463   0.00465    256      4    256   0.01565   0.01580     122     4.48
1963    43    17    1174   0.01436   0.01425   8826    17   2875   0.00599   0.00599   5951      9   4657   0.00188   0.00188   1294      3   1033   0.00297   0.00298    261      3    261   0.01135   0.01142     126     4.48
1963    44    12    1157   0.01005   0.01000   8843    10   2875   0.00348   0.00348   5968      6   4666   0.00118   0.00118   1303      2   1038   0.00178   0.00178    264      2    264   0.00800   0.00803     129     4.49
1963    45     7    1145   0.00621   0.00619   8855     6   2876   0.00199   0.00199   5978      2   4670   0.00053   0.00053   1308      1   1042   0.00093   0.00093    266      1    266   0.00489   0.00489     131     4.49
1963    46     5    1138   0.00399   0.00398   8862     3   2878   0.00107   0.00107   5984      2   4673   0.00034   0.00034   1311      1   1044   0.00052   0.00052    267      1    267   0.00253   0.00253     132     4.50
1963    47     3    1134   0.00241   0.00241   8866     2   2879   0.00055   0.00055   5987      1   4675   0.00016   0.00016   1312      0   1045   0.00025   0.00025    268      0    268   0.00101   0.00101     133     4.50
1963    48     1    1131   0.00128   0.00128   8869     1   2880   0.00031   0.00031   5989      0   4676   0.00010   0.00010   1313      0   1045   0.00019   0.00019    268      0    268   0.00053   0.00053     133     4.50
1963    49     1    1130   0.00099   0.00099   8870     1   2881   0.00023   0.00023   5989      0   4676   0.00006   0.00006   1313      0   1045   0.00015   0.00015    268      0    268   0.00038   0.00038     133     4.50
1963    50     1    1129   0.00077   0.00077   8871     0   2881   0.00012   0.00012   5990      0   4676   0.00003   0.00003   1314      0   1045   0.00007   0.00007    268      0    268   0.00020   0.00020     133     4.50
1963    51     0    1128   0.00039   0.00039   8872     0   2882   0.00008   0.00008   5990      0   4677   0.00002   0.00002   1314      0   1046   0.00003   0.00003    268      0    268   0.00016   0.00016     133     4.50
1963    52     0    1127   0.00015   0.00015   8873     0   2882   0.00002   0.00002   5991      0   4677   0.00000   0.00000   1314      0   1046   0.00001   0.00001    268      0    268   0.00005   0.00005     134     4.50
1963    53     0    1127   0.00007   0.00007   8873     0   2882   0.00002   0.00002   5991      0   4677   0.00000   0.00000   1314      0   1046   0.00001   0.00001    268      0    268   0.00008   0.00008     134     4.50
1963    54     0    1127   0.00010   0.00010   8873     0   2882   0.00001   0.00001   5991      0   4677   0.00000   0.00000   1314      0   1046   0.00001   0.00001    268      0    268   0.00006   0.00006     134     4.50
1963    55+    0    1127   0.00008   0.00008   8873     0   2882   0.00000   0.00000   5991      0   4677   0.00000   0.00000   1314      0   1046   0.00000   0.00000    268      0    268   0.00000   0.00000     134     4.50
1964    12-    0   10000   0.00004   0.00004      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1964    13     2   10000   0.00017   0.00017      0     0      0   0.10677   0.30680      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1964    14     8    9998   0.00079   0.00079      2     0      2   0.08728   0.24589      0      0      0   0.01444   0.04160      0      0      0         .         .      0      0      0         .         .       0        .
1964    15    37    9990   0.00372   0.00371     10     2      9   0.06886   0.19815      1      0      1   0.06010   0.14537      0      0      0         .         .      0      0      0         .         .       0        .
1964    16    99    9953   0.00995   0.00990     47     6     45   0.06931   0.14101      2      0      2   0.07992   0.17791      0      0      0         .         .      0      0      0         .         .       0     4.00
1964    17   174    9854   0.01777   0.01762    146    16    137   0.07606   0.11975      9      1      8   0.08562   0.16361      1      0      0   0.16931   0.40389      0      0      0   0.15463   0.29298       0     4.06
1964    18   257    9681   0.02694   0.02659    319    36    294   0.08949   0.12314     25      3     23   0.08345   0.14238      2      0      2   0.14416   0.27347      0      0      0   0.09604   0.17469       0     4.13
1964    19   338    9423   0.03650   0.03585    577    62    515   0.09480   0.12018     61      7     56   0.08122   0.12105      5      1      4   0.11632   0.19334      1      0      1   0.08406   0.13561       0     4.11
1964    20   398    9086   0.04481   0.04383    914    93    791   0.09873   0.11776    123     13    111   0.08331   0.11345     12      2     10   0.09905   0.15159      2      0      2   0.20676   0.31054       0     4.11
1964    21   427    8687   0.05033   0.04910   1313   120   1096   0.09567   0.10907    216     17    192   0.07099   0.08991     25      2     21   0.08382   0.11277      3      0      3   0.09080   0.12567       1     4.21
1964    22   457    8261   0.05687   0.05530   1739   152   1403   0.09745   0.10804    336     23    294   0.06395   0.07793     42      3     36   0.07550   0.09573      6      1      6   0.10708   0.14046       1     4.19
1964    23   494    7804   0.06533   0.06326   2196   182   1708   0.09757   0.10648    488     29    423   0.05865   0.06924     65      6     56   0.08268   0.10024      9      1      9   0.09147   0.11972       2     4.20
1964    24   542    7310   0.07702   0.07417   2690   217   2020   0.09946   0.10747    670     36    575   0.05352   0.06196     94      7     79   0.07650   0.09022     15      2     15   0.10919   0.13593       3     4.20
1964    25   585    6768   0.09036   0.08645   3232   254   2345   0.10129   0.10844    887     41    757   0.04762   0.05433    130      8    108   0.06776   0.07802     22      3     22   0.10773   0.12854       5     4.23
1964    26   607    6183   0.10329   0.09821   3817   304   2676   0.10736   0.11345   1141     48    970   0.04376   0.04952    171      9    141   0.05673   0.06459     30      4     30   0.10161   0.11687       8     4.26
1964    27   614    5576   0.11662   0.11019   4424   339   2980   0.10881   0.11384   1445     53   1226   0.03846   0.04295    219     11    180   0.05397   0.06026     39      4     39   0.09477   0.10782      11     4.29
1964    28   605    4961   0.12975   0.12185   5039   376   3255   0.11148   0.11540   1784     62   1512   0.03701   0.04085    272     11    221   0.04614   0.05139     50      5     50   0.08745   0.09738      15     4.31
1964    29   560    4357   0.13745   0.12861   5643   403   3484   0.11302   0.11558   2159     68   1826   0.03388   0.03699    333     12    272   0.04172   0.04595     62      5     62   0.08014   0.08827      20     4.33
1964    30   491    3797   0.13814   0.12921   6203   425   3641   0.11578   0.11682   2562     73   2161   0.03135   0.03390    401     13    327   0.03781   0.04127     74      6     74   0.07316   0.07982      26     4.35
1964    31   409    3306   0.13179   0.12364   6694   435   3707   0.11771   0.11730   2987     79   2513   0.02922   0.03129    474     14    387   0.03365   0.03646     87      7     87   0.06878   0.07433      32     4.36
1964    32   337    2897   0.12337   0.11620   7103   431   3681   0.11857   0.11705   3422     83   2869   0.02723   0.02888    553     15    451   0.03178   0.03416    102      8    102   0.07118   0.07658      38     4.38
1964    33   290    2561   0.12015   0.11334   7439   403   3586   0.11406   0.11228   3853     85   3217   0.02514   0.02638    636     16    519   0.02820   0.03008    117      8    117   0.06057   0.06460      46     4.39
1964    34   243    2270   0.11304   0.10699   7730   375   3474   0.11015   0.10805   4256     85   3535   0.02310   0.02405    720     16    588   0.02493   0.02641    133      8    133   0.05681   0.06013      54     4.40
