Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
1997    47   0.12335   0.00027   0.00027    2621      1    2621   7379   0.12039   0.00014   0.00014   3024      0    3024   4355   0.39544   0.00005   0.00005   3685      0    3685    670   0.22781   0.00013   0.00013    577      0     577     93   0.13302   0.00016   0.00016     93      0      93     30
1997    48   0.12001   0.00013   0.00013    2621      0    2620   7379   0.11220   0.00011   0.00011   3024      0    3024   4355   0.38256   0.00004   0.00004   3685      0    3685    670   0.23606   0.00007   0.00007    577      0     577     93   0.14917   0.00000   0.00000     93      0      93     30
1997    49   0.12035   0.00019   0.00019    2620      1    2620   7380   0.10676   0.00004   0.00004   3024      0    3025   4355   0.36915   0.00001   0.00001   3685      0    3685    671   0.24138   0.00002   0.00002    577      0     577     93   0.16237   0.00005   0.00005     93      0      93     30
1997    50   0.12279   0.00004   0.00004    2620      0    2620   7380   0.10334   0.00000   0.00000   3025      0    3025   4356   0.35806   0.00000   0.00000   3685      0    3685    671   0.24309   0.00000   0.00000    577      0     577     93   0.17272   0.00000   0.00000     93      0      93     30
1997    51   0.12226   0.00003   0.00003    2620      0    2620   7380   0.10163   0.00000   0.00000   3025      0    3025   4356   0.34538   0.00000   0.00000   3685      0    3685    671   0.24427   0.00000   0.00000    577      0     577     93   0.18646   0.00000   0.00000     93      0      93     30
1997    52   0.12147   0.00007   0.00007    2620      0    2619   7380   0.09935   0.00000   0.00000   3025      0    3025   4356   0.33424   0.00000   0.00000   3685      0    3685    671   0.24459   0.00000   0.00000    577      0     577     93   0.20035   0.00000   0.00000     93      0      93     30
1997    53   0.12277   0.00000   0.00000    2619      0    2619   7381   0.09680   0.00000   0.00000   3025      0    3025   4356   0.32500   0.00000   0.00000   3685      0    3685    671   0.24367   0.00000   0.00000    577      0     577     93   0.21175   0.00000   0.00000     93      0      93     30
1997    54   0.12429   0.00004   0.00004    2619      0    2619   7381   0.09686   0.00000   0.00000   3025      0    3025   4356   0.31481   0.00000   0.00000   3685      0    3685    671   0.24133   0.00002   0.00002    577      0     577     93   0.22271   0.00002   0.00002     93      0      93     30
1997    55+  0.12482   0.00000   0.00000    2619      0    2619   7381   0.09820   0.00005   0.00005   3025      0    3025   4356   0.30993   0.00000   0.00000   3685      0    3685    671   0.23945   0.00000   0.00000    577      0     577     93   0.22761   0.00000   0.00000     93      0      93     30
1998    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1998    13   0.99998   0.00005   0.00005   10000      1   10000      0   0.00002   0.52987   0.41889      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1998    14   0.99980   0.00033   0.00033    9999      3    9998      1   0.00020   0.04274   0.04184      0      0       2      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1998    15   0.99900   0.00135   0.00135    9996     13    9989      4   0.00097   0.03264   0.03212      4      0      10      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1998    16   0.99671   0.00330   0.00330    9983     33    9966     17   0.00317   0.05921   0.05750     17      2      33      1   0.00012   0.03094   0.03047      1      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1998    17   0.99185   0.00644   0.00642    9950     64    9918     50   0.00774   0.05478   0.05332     48      4      78      3   0.00040   0.07946   0.07643      2      0       4      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1998    18   0.98376   0.00978   0.00973    9886     96    9838    114   0.01509   0.06541   0.06334    107     10     152      7   0.00109   0.06476   0.06273      6      1      10      0   0.00006   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0
1998    19   0.97272   0.01238   0.01231    9790    120    9729    210   0.02477   0.07088   0.06845    194     18     247     17   0.00233   0.07255   0.07001     16      2      22      1   0.00017   0.09334   0.08917      1      0       1      0   0.00001         .         .      0      0       0      0
1998    20   0.95999   0.01370   0.01360    9669    132    9603    331   0.03539   0.06921   0.06690    297     24     352     34   0.00416   0.08032   0.07722     32      3      40      3   0.00042   0.08122   0.07805      2      0       4      0   0.00005   0.12879   0.12100      0      0       0      0
1998    21   0.94542   0.01468   0.01458    9538    139    9468    462   0.04673   0.07146   0.06900    404     33     459     59   0.00697   0.07077   0.06835     53      5      65      6   0.00077   0.11223   0.10627      5      1       7      0   0.00011   0.02612   0.02579      0      0       1      0
1998    22   0.92704   0.01664   0.01650    9399    155    9321    601   0.06018   0.07967   0.07662    510     45     568     91   0.01129   0.06060   0.05882     81      6      98     10   0.00126   0.09548   0.09113      9      1      11      1   0.00023   0.11595   0.10960      1      0       2      0
1998    23   0.90336   0.02029   0.02009    9244    186    9151    756   0.07676   0.08324   0.07992    620     57     688    137   0.01742   0.05789   0.05626    120      8     142     16   0.00207   0.08719   0.08355     14      1      17      2   0.00039   0.12755   0.11991      2      0       3      0
1998    24   0.87340   0.02613   0.02580    9058    234    8941    942   0.09687   0.08573   0.08221    748     72     834    194   0.02575   0.05409   0.05266    169     11     196     25   0.00338   0.07922   0.07620     21      2      24      4   0.00061   0.11223   0.10627      4      1       5      1
1998    25   0.83516   0.03455   0.03397    8824    300    8674   1176   0.12172   0.09225   0.08818    910     94    1020    266   0.03707   0.04486   0.04388    230     12     265     35   0.00509   0.07114   0.06869     29      2      34      6   0.00096   0.10239   0.09740      6      1       7      1
1998    26   0.78477   0.04654   0.04548    8524    388    8331   1476   0.15426   0.09098   0.08702   1116    115    1261    360   0.05243   0.04205   0.04118    313     15     355     47   0.00705   0.05685   0.05528     39      3      44      8   0.00149   0.07625   0.07345      8      1       9      2
1998    27   0.71970   0.06296   0.06104    8137    497    7888   1863   0.19450   0.09517   0.09084   1389    150    1574    474   0.07381   0.03801   0.03730    412     18     468     62   0.00977   0.05799   0.05636     51      3      58     11   0.00222   0.08601   0.08246     11      1      12      2
1998    28   0.64126   0.07981   0.07675    7640    586    7347   2360   0.23818   0.10352   0.09842   1736    201    1943    624   0.10375   0.03237   0.03185    544     20     621     80   0.01374   0.04774   0.04662     66      3      73     14   0.00307   0.10047   0.09566     14      2      15      4
1998    29   0.55632   0.09911   0.09443    7054    666    6721   2946   0.27982   0.11056   0.10477   2121    259    2343    825   0.14094   0.02989   0.02945    725     25     826    100   0.01877   0.04524   0.04424     82      4      91     17   0.00416   0.08438   0.08096     17      2      19      5
1998    30   0.47157   0.11213   0.10618    6388    678    6049   3612   0.31352   0.11824   0.11164   2528    322    2726   1084   0.18427   0.02983   0.02939    960     32    1087    125   0.02506   0.04007   0.03928    103      5     115     22   0.00558   0.07022   0.06784     22      2      24      7
1998    31   0.39709   0.11326   0.10719    5709    612    5403   4291   0.33009   0.12519   0.11782   2884    378    3020   1407   0.23252   0.02818   0.02778   1250     40    1402    157   0.03297   0.03273   0.03221    131      5     146     26   0.00734   0.08329   0.07996     26      2      28      8
1998    32   0.33579   0.11211   0.10615    5097    541    4827   4903   0.32917   0.12704   0.11945   3118    407    3202   1785   0.28319   0.02571   0.02538   1588     45    1754    196   0.04235   0.03165   0.03115    166      6     183     31   0.00950   0.06445   0.06244     31      2      33     11
1998    33   0.28249   0.10545   0.10017    4556    456    4328   5444   0.31892   0.12696   0.11939   3252    417    3286   2192   0.33252   0.02462   0.02432   1950     52    2120    242   0.05373   0.02735   0.02698    205      6     226     37   0.01233   0.05909   0.05739     37      2      39     13
1998    34   0.24253   0.09697   0.09249    4100    379    3910   5900   0.30015   0.12199   0.11497   3291    402    3292   2609   0.37538   0.02308   0.02282   2315     57    2478    294   0.06631   0.02438   0.02409    251      7     274     43   0.01564   0.05141   0.05012     43      2      46     15
1998    35   0.21367   0.08147   0.07828    3721    291    3575   6279   0.27669   0.10238   0.09739   3269    333    3255   3010   0.41043   0.02076   0.02054   2659     58    2791    351   0.07989   0.02119   0.02097    301      7     326     50   0.01932   0.04677   0.04570     50      2      53     18
1998    36   0.19125   0.06719   0.06501    3429    223    3318   6571   0.25567   0.08583   0.08230   3227    275    3206   3344   0.43523   0.01816   0.01800   2935     55    3041    409   0.09409   0.01794   0.01778    352      7     376     56   0.02375   0.04093   0.04011     56      2      60     20
1998    37   0.17293   0.05345   0.05206    3207    167    3123   6793   0.23809   0.06341   0.06146   3175    200    3161   3619   0.45108   0.01495   0.01484   3155     48    3229    464   0.10833   0.01439   0.01429    401      6     421     63   0.02958   0.03248   0.03196     63      2      66     22
1998    38   0.15835   0.04095   0.04013    3040    122    2979   6960   0.22153   0.04704   0.04596   3141    147    3130   3819   0.45999   0.01185   0.01178   3307     40    3359    512   0.12304   0.01180   0.01173    443      5     460     69   0.03709   0.02619   0.02585     69      2      72     25
1998    39   0.14935   0.03040   0.02994    2918     87    2874   7082   0.20678   0.03382   0.03326   3116    105    3108   3966   0.46276   0.00861   0.00857   3414     30    3451    552   0.13663   0.00893   0.00889    477      4     490     75   0.04449   0.02068   0.02047     75      2      77     26
